Position,points,name,challenge
127,452,Caffeine Addicted Goblins,"{'challenge_name': ['Securitybits', 'Haxtax', 'Fillagringstjänst', 'Frågeformulär', 'Golf-SM', 'HittaHit 2', 'HittaHit 1', 'KaKlickare', 'XML-kontroll'], 'challenge_category': ['Webb', 'Övriga', 'Exploatering', 'OSINT', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['152', '50', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:44:30.948448Z', '2024-11-16T18:32:45.091253Z', '2024-11-16T17:04:35.834425Z', '2024-11-16T15:45:36.374026Z', '2024-11-16T15:39:37.275053Z', '2024-11-16T13:30:15.245241Z', '2024-11-16T13:21:18.857950Z']}"
128,438,hmm,"{'challenge_name': ['Vault3r', 'Långtidsminne', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Forensik', 'OSINT', 'OSINT'], 'challenge_points': ['338', '50', '50'], 'solve_time': ['2024-11-16T15:59:47.643568Z', '2024-11-16T14:24:17.602576Z', '2024-11-16T14:18:23.755112Z']}"
129,436,ABCDEF,"{'challenge_name': ['JMP$FCE2', 'AnotherOne', 'FYRKANTEN', 'feffe', 'Skumboll', 'Mathias', 'KattenFrasse', 'Frågeformulär', 'Robotfilter', 'HittaHit 1', 'HittaHit 2'], 'challenge_category': ['Övriga', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['50', '286', '50', '50'], 'solve_time': ['2024-11-16T20:07:00.980669Z', '2024-11-16T20:02:01.830366Z', '2024-11-16T14:25:10.647073Z', '2024-11-16T14:24:02.765986Z']}"
130,436,abcdefg,"{'challenge_name': ['abcdefg', 'Frågeformulär', 'XML-kontroll', 'Robotfilter', 'KaKlickare'], 'challenge_category': ['Övriga', 'Webb', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '286', '50'], 'solve_time': ['2024-11-16T20:11:18.657861Z', '2024-11-16T20:08:58.814920Z', '2024-11-16T19:33:41.779452Z', '2024-11-16T19:06:12.542696Z']}"
131,436,LesterGreen,"{'challenge_name': ['MrCoffeEater', 'Frågeformulär', 'Robotfilter', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['50', '286', '50', '50'], 'solve_time': ['2024-11-16T20:59:49.615889Z', '2024-11-16T20:27:06.050974Z', '2024-11-16T15:19:08.016707Z', '2024-11-16T14:28:20.114154Z']}"
132,413,|^_-_^|,"{'challenge_name': ['z13r1ty', 'KrEncyclopedia', 'KaKlickare', 'Golf-SM', 'Fillagringstjänst', 'XML-kontroll'], 'challenge_category': ['Kryptografi', 'Webb', 'Exploatering', 'Webb', 'Webb'], 'challenge_points': ['111', '50', '50', '152', '50'], 'solve_time': ['2024-11-16T14:12:07.153028Z', '2024-11-16T13:59:58.098846Z', '2024-11-16T13:49:18.500294Z', '2024-11-16T13:34:09.342337Z', '2024-11-16T13:05:31.668892Z']}"
133,402,m0x,"{'challenge_name': ['Bushel', 'Fillagringstjänst', 'Frågeformulär', 'HittaHit 2', 'HittaHit 1', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'Övriga', 'OSINT', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['152', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:38:20.745051Z', '2024-11-16T17:31:45.921075Z', '2024-11-16T16:08:51.367079Z', '2024-11-16T15:13:21.513537Z', '2024-11-16T13:23:30.003093Z', '2024-11-16T13:21:53.955040Z']}"
134,386,spayow,"{'challenge_name': ['spayow', 'XML-kontroll', 'KaKlickare', 'Robotfilter'], 'challenge_category': ['Webb', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '286'], 'solve_time': ['2024-11-16T13:44:20.491604Z', '2024-11-16T13:37:03.565296Z', '2024-11-16T13:28:08.039641Z']}"
135,386,Fool's Firewall,"{'challenge_name': ['0x435446', 'XML-kontroll', 'KaKlickare', 'Robotfilter'], 'challenge_category': ['Webb', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '286'], 'solve_time': ['2024-11-16T14:03:46.173547Z', '2024-11-16T14:03:41.206506Z', '2024-11-16T14:03:32.541577Z']}"
136,386,test,"{'challenge_name': ['frog', 'HittaHit 2', 'XML-kontroll', 'Robotfilter'], 'challenge_category': ['OSINT', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '286'], 'solve_time': ['2024-11-16T15:09:26.233359Z', '2024-11-16T13:26:20.469584Z', '2024-11-16T13:22:46.577990Z']}"
137,386,FENRIR,"{'challenge_name': ['jobsdonn', 'Robotfilter', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'Webb', 'Webb'], 'challenge_points': ['286', '50', '50'], 'solve_time': ['2024-11-16T16:40:45.860143Z', '2024-11-16T16:15:36.546626Z', '2024-11-16T15:58:55.585299Z']}"
138,361,KernelPanic,"{'challenge_name': ['Madeca', 'bashar81', 'Frågeformulär', 'KrEncyclopedia', 'HittaHit 1', 'HittaHit 2', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Övriga', 'Kryptografi', 'OSINT', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['50', '111', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T18:40:23.610055Z', '2024-11-16T18:38:20.843687Z', '2024-11-16T16:10:14.959372Z', '2024-11-16T16:07:59.283641Z', '2024-11-16T14:07:32.551741Z', '2024-11-16T13:36:18.322242Z']}"
139,361,Alone in the dark,"{'challenge_name': ['mhn', 'Frågeformulär', 'KaKlickare', 'KrEncyclopedia', 'Golf-SM', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Webb', 'Kryptografi', 'Exploatering', 'OSINT', 'OSINT'], 'challenge_points': ['50', '50', '111', '50', '50', '50'], 'solve_time': ['2024-11-16T20:02:28.993959Z', '2024-11-16T18:31:32.805836Z', '2024-11-16T18:15:43.344793Z', '2024-11-16T17:55:55.091405Z', '2024-11-16T16:59:36.315018Z', '2024-11-16T16:36:44.145335Z']}"
140,352,NothingButaTangent,"{'challenge_name': ['Danthem', 'Golf-SM', 'Fillagringstjänst', 'KaKlickare', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Exploatering', 'Webb', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['50', '152', '50', '50', '50'], 'solve_time': ['2024-11-16T16:08:30.126125Z', '2024-11-16T15:45:33.675956Z', '2024-11-16T15:31:26.113902Z', '2024-11-16T14:32:21.486562Z', '2024-11-16T14:17:29.185586Z']}"
141,352,dagadam,"{'challenge_name': ['dagadam', 'Ludbert', 'HittaHit 1', 'Fillagringstjänst', 'XML-kontroll', 'Golf-SM', 'KaKlickare'], 'challenge_category': ['OSINT', 'Webb', 'Webb', 'Exploatering', 'Webb'], 'challenge_points': ['50', '152', '50', '50', '50'], 'solve_time': ['2024-11-16T17:30:31.944931Z', '2024-11-16T14:23:35.533476Z', '2024-11-16T13:52:19.634302Z', '2024-11-16T13:21:08.005388Z', '2024-11-16T13:15:42.690392Z']}"
142,352,Men in the Middle,"{'challenge_name': ['unk', 'MrMiddle', 'HittaHit 1', 'Fillagringstjänst', 'KaKlickare', 'XML-kontroll', 'Frågeformulär'], 'challenge_category': ['OSINT', 'Webb', 'Webb', 'Webb', 'Övriga'], 'challenge_points': ['50', '152', '50', '50', '50'], 'solve_time': ['2024-11-16T20:52:19.501867Z', '2024-11-16T20:40:47.848592Z', '2024-11-16T17:43:52.238315Z', '2024-11-16T17:36:16.953142Z', '2024-11-16T17:04:52.756895Z']}"
143,318,Intricacy,"{'challenge_name': ['Komplex', 'Demystify', 'Frågeformulär', 'Hönan och Ägget', 'HittaHit 1', 'HittaHit 2'], 'challenge_category': ['Övriga', 'Övriga', 'OSINT', 'OSINT'], 'challenge_points': ['50', '168', '50', '50'], 'solve_time': ['2024-11-16T19:02:49.690857Z', '2024-11-16T15:06:55.202726Z', '2024-11-16T14:09:59.964806Z', '2024-11-16T14:05:11.748225Z']}"
144,311,k0kos,"{'challenge_name': ['k0kos', 'KrEncyclopedia', 'Golf-SM', 'XML-kontroll', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Kryptografi', 'Exploatering', 'Webb', 'OSINT', 'Webb'], 'challenge_points': ['111', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:56:05.072430Z', '2024-11-16T19:06:17.726961Z', '2024-11-16T18:45:30.583287Z', '2024-11-16T18:38:30.233095Z', '2024-11-16T17:45:57.225059Z']}"
145,300,PartnerTech & Co,"{'challenge_name': ['Mackan', 'jjboss', 'Xzizide', 'XML-kontroll', 'Golf-SM', 'Frågeformulär', 'HittaHit 2', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Webb', 'Exploatering', 'Övriga', 'OSINT', 'OSINT', 'Webb'], 'challenge_points': ['50', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T17:46:40.615940Z', '2024-11-16T17:21:12.556856Z', '2024-11-16T17:12:55.961468Z', '2024-11-16T14:07:08.808113Z', '2024-11-16T13:52:05.398533Z', '2024-11-16T13:06:51.338207Z']}"
146,300,MooseForceOne,"{'challenge_name': ['Zarrakzor', 'username123', 'beabretti', 'chawp', 'TomEder', 'Frågeformulär', 'Golf-SM', 'KaKlickare', 'HittaHit 2', 'HittaHit 1', 'XML-kontroll'], 'challenge_category': ['Övriga', 'Exploatering', 'Webb', 'OSINT', 'OSINT', 'Webb'], 'challenge_points': ['50', '50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T18:53:46.921774Z', '2024-11-16T16:05:53.110197Z', '2024-11-16T15:05:29.990750Z', '2024-11-16T13:33:43.029807Z', '2024-11-16T13:26:24.288014Z', '2024-11-16T13:10:07.693994Z']}"
147,261,aria,"{'challenge_name': ['aria', 'a605605', 'Golf-SM', 'XML-kontroll', 'KrEncyclopedia', 'KaKlickare'], 'challenge_category': ['Exploatering', 'Webb', 'Kryptografi', 'Webb'], 'challenge_points': ['50', '50', '111', '50'], 'solve_time': ['2024-11-16T16:09:52.269180Z', '2024-11-16T14:14:31.448098Z', '2024-11-16T13:52:55.903141Z', '2024-11-16T13:44:25.079108Z']}"
148,261,sknb,"{'challenge_name': ['sota70', 'mikusan', 'Auth0r', 'veriveritas', 'Kodai', 'singetu0096', 'KrEncyclopedia', 'XML-kontroll', 'KaKlickare', 'Golf-SM'], 'challenge_category': ['Kryptografi', 'Webb', 'Webb', 'Exploatering'], 'challenge_points': ['111', '50', '50', '50'], 'solve_time': ['2024-11-16T19:34:38.493367Z', '2024-11-16T14:23:30.808915Z', '2024-11-16T13:50:44.939950Z', '2024-11-16T13:41:25.651294Z']}"
149,250,R00tRats,"{'challenge_name': ['2>/dev/null', 'Frågeformulär', 'Golf-SM', 'XML-kontroll', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Övriga', 'Exploatering', 'Webb', 'OSINT', 'Webb'], 'challenge_points': ['50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T18:08:29.309585Z', '2024-11-16T17:42:38.874173Z', '2024-11-16T15:23:22.525425Z', '2024-11-16T14:07:15.535520Z', '2024-11-16T13:59:46.120913Z']}"
150,250,HOJT,"{'challenge_name': ['roq', 'Frågeformulär', 'HittaHit 1', 'KaKlickare', 'XML-kontroll', 'Golf-SM'], 'challenge_category': ['Övriga', 'OSINT', 'Webb', 'Webb', 'Exploatering'], 'challenge_points': ['50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T18:09:06.819259Z', '2024-11-16T17:34:56.630944Z', '2024-11-16T17:26:02.084997Z', '2024-11-16T17:15:42.102422Z', '2024-11-16T16:24:26.320109Z']}"
151,250,TheSwedes,"{'challenge_name': ['wumaan', 'Frågeformulär', 'HittaHit 2', 'HittaHit 1', 'KaKlickare', 'Golf-SM'], 'challenge_category': ['Övriga', 'OSINT', 'OSINT', 'Webb', 'Exploatering'], 'challenge_points': ['50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T18:10:16.518711Z', '2024-11-16T16:31:44.066082Z', '2024-11-16T16:11:52.675893Z', '2024-11-16T15:48:53.794546Z', '2024-11-16T14:05:24.980062Z']}"
152,250,IPG,"{'challenge_name': ['alexander', 'NoRestForTheWicked', 'Frågeformulär', 'KaKlickare', 'XML-kontroll', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Webb', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:11:21.813902Z', '2024-11-16T17:14:39.294082Z', '2024-11-16T17:07:41.996533Z', '2024-11-16T14:35:14.575373Z', '2024-11-16T14:12:25.188238Z']}"
153,250,Wolf Attack,"{'challenge_name': ['rizeli53', 'amca', 'L4meyr', 'asgurbuz', 'polatalemdar', 'macrusk', 'HittaHit 2', 'Frågeformulär', 'HittaHit 1', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['OSINT', 'Övriga', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:12:52.795784Z', '2024-11-16T17:14:07.563891Z', '2024-11-16T13:45:11.203968Z', '2024-11-16T13:16:43.976293Z', '2024-11-16T13:12:55.701313Z']}"
154,250,The Single Thread,"{'challenge_name': ['pansarhaxx', 'HittaHit 2', 'Frågeformulär', 'KaKlickare', 'HittaHit 1', 'Golf-SM'], 'challenge_category': ['OSINT', 'Övriga', 'Webb', 'OSINT', 'Exploatering'], 'challenge_points': ['50', '50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:32:29.657701Z', '2024-11-16T17:37:17.800983Z', '2024-11-16T16:56:18.325566Z', '2024-11-16T16:30:50.354944Z', '2024-11-16T13:15:02.637755Z']}"
155,211,⟁,"{'challenge_name': ['gb', 'melodur', 'KaKlickare', 'KrEncyclopedia', 'Golf-SM'], 'challenge_category': ['Webb', 'Kryptografi', 'Exploatering'], 'challenge_points': ['50', '111', '50'], 'solve_time': ['2024-11-16T20:28:45.570616Z', '2024-11-16T17:28:25.713313Z', '2024-11-16T13:10:21.684071Z']}"
156,200,werdan,"{'challenge_name': ['werdan', 'Golf-SM', 'HittaHit 1', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Exploatering', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '50', '50'], 'solve_time': ['2024-11-16T16:40:26.950718Z', '2024-11-16T16:09:12.817432Z', '2024-11-16T15:53:59.044079Z', '2024-11-16T13:35:20.429780Z']}"
157,200,jeditrix,"{'challenge_name': ['jeditrix', 'HittaHit 2', 'HittaHit 1', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['OSINT', 'OSINT', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '50', '50'], 'solve_time': ['2024-11-16T16:40:46.105715Z', '2024-11-16T16:23:01.241086Z', '2024-11-16T15:32:32.323867Z', '2024-11-16T15:29:28.512811Z']}"
158,200,Lag1,"{'challenge_name': ['Nähä', '3kol', 'Frågeformulär', 'XML-kontroll', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['50', '50', '50', '50'], 'solve_time': ['2024-11-16T17:02:51.230798Z', '2024-11-16T16:29:31.997453Z', '2024-11-16T15:05:26.222064Z', '2024-11-16T14:55:19.857782Z']}"
159,200,killed the cat,"{'challenge_name': ['curiosity', 'Frågeformulär', 'HittaHit 1', 'KaKlickare', 'Golf-SM'], 'challenge_category': ['Övriga', 'OSINT', 'Webb', 'Exploatering'], 'challenge_points': ['50', '50', '50', '50'], 'solve_time': ['2024-11-16T17:03:23.002395Z', '2024-11-16T14:15:39.702552Z', '2024-11-16T14:05:50.921694Z', '2024-11-16T13:45:35.058348Z']}"
160,200,HaAxMa,"{'challenge_name': ['Matzar', 'dCrypt0r', 'Frågeformulär', 'HittaHit 2', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Övriga', 'OSINT', 'OSINT', 'Webb'], 'challenge_points': ['50', '50', '50', '50'], 'solve_time': ['2024-11-16T17:06:51.637314Z', '2024-11-16T14:30:14.285066Z', '2024-11-16T14:06:22.194841Z', '2024-11-16T14:05:08.257948Z']}"
161,200,phoenixfruit,"{'challenge_name': ['tigristav', 'Frågeformulär', 'KaKlickare', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Webb', 'OSINT', 'OSINT'], 'challenge_points': ['50', '50', '50', '50'], 'solve_time': ['2024-11-16T17:15:35.650521Z', '2024-11-16T15:31:02.812685Z', '2024-11-16T15:11:42.649293Z', '2024-11-16T14:50:27.269491Z']}"
162,200,Honhajar,"{'challenge_name': ['Honhajar', 'Frågeformulär', 'HittaHit 2', 'HittaHit 1', 'XML-kontroll'], 'challenge_category': ['Övriga', 'OSINT', 'OSINT', 'Webb'], 'challenge_points': ['50', '50', '50', '50'], 'solve_time': ['2024-11-16T17:25:35.799695Z', '2024-11-16T16:45:00.804804Z', '2024-11-16T16:12:05.402564Z', '2024-11-16T13:06:05.361507Z']}"
163,200,Rand0ms,"{'challenge_name': ['Rand0m', 'XML-kontroll', 'HittaHit 2', 'KaKlickare', 'HittaHit 1'], 'challenge_category': ['Webb', 'OSINT', 'Webb', 'OSINT'], 'challenge_points': ['50', '50', '50', '50'], 'solve_time': ['2024-11-16T18:01:18.573154Z', '2024-11-16T16:10:21.159282Z', '2024-11-16T15:45:03.557138Z', '2024-11-16T15:36:51.378538Z']}"
164,200,NachoLibre,"{'challenge_name': ['Durango', 'Golf-SM', 'Frågeformulär', 'KaKlickare', 'HittaHit 1'], 'challenge_category': ['Exploatering', 'Övriga', 'Webb', 'OSINT'], 'challenge_points': ['50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:17:12.077569Z', '2024-11-16T17:05:30.017144Z', '2024-11-16T16:48:42.735629Z', '2024-11-16T15:15:28.058095Z']}"
165,200,K-stugan,"{'challenge_name': ['phiant', 'Venekt', 'Frågeformulär', 'Golf-SM', 'KaKlickare', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Exploatering', 'Webb', 'OSINT'], 'challenge_points': ['50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:24:51.671991Z', '2024-11-16T16:01:24.705936Z', '2024-11-16T14:43:38.842491Z', '2024-11-16T14:09:12.978333Z']}"
166,200,Öjn,"{'challenge_name': ['Xmeth', 'XML-kontroll', 'Frågeformulär', 'KaKlickare', 'HittaHit 1'], 'challenge_category': ['Webb', 'Övriga', 'Webb', 'OSINT'], 'challenge_points': ['50', '50', '50', '50'], 'solve_time': ['2024-11-16T19:52:05.971948Z', '2024-11-16T17:14:43.468351Z', '2024-11-16T17:08:39.540161Z', '2024-11-16T16:40:22.813866Z']}"
167,200,FactoryMustGrow,"{'challenge_name': ['Factorio', 'KaKlickare', 'Frågeformulär', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['Webb', 'Övriga', 'OSINT', 'OSINT'], 'challenge_points': ['50', '50', '50', '50'], 'solve_time': ['2024-11-16T20:59:17.279569Z', '2024-11-16T20:49:11.061441Z', '2024-11-16T19:16:37.898899Z', '2024-11-16T19:08:43.294648Z']}"
168,150,4TAK,"{'challenge_name': ['mvvpx', 'MAMINGA', 'HittaHit 1', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['OSINT', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['2024-11-16T14:26:14.114801Z', '2024-11-16T13:35:05.944683Z', '2024-11-16T13:22:36.418239Z']}"
169,150,H4x0r_Hunters,"{'challenge_name': ['0FF3ND3R_404', 'Redirect_302', 'Pr0xy_byt3s', 'Nithin96', 'KR62', 'pratyushkashy', 'euclid', 'A!z3n', 'Kidnapshadow', 'Nirmal92', 'CoderAllen', 'Benswat', 'elf.exe', 'erohsik404', 'bob.biswas', 'XML-kontroll', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['Webb', 'OSINT', 'Webb'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['2024-11-16T14:29:31.322442Z', '2024-11-16T14:09:24.821450Z', '2024-11-16T13:51:59.905121Z']}"
170,150,APT 28,"{'challenge_name': ['senethys', 'KaKlickare', 'Golf-SM', 'XML-kontroll'], 'challenge_category': ['Webb', 'Exploatering', 'Webb'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['2024-11-16T15:17:37.258086Z', '2024-11-16T14:45:28.582135Z', '2024-11-16T13:11:41.409489Z']}"
171,150,TFT,"{'challenge_name': ['LoneRanger12', 'HittaHit 1', 'KaKlickare', 'Golf-SM'], 'challenge_category': ['OSINT', 'Webb', 'Exploatering'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['2024-11-16T16:07:42.888866Z', '2024-11-16T15:58:52.315992Z', '2024-11-16T15:36:50.516083Z']}"
172,150,0xeploit,"{'challenge_name': ['FakeVapour', 'Taingo', 'Frågeformulär', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Övriga', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['2024-11-16T17:54:01.892995Z', '2024-11-16T13:41:42.553999Z', '2024-11-16T13:37:26.545033Z']}"
173,150,sochs,"{'challenge_name': ['sochs', 'KaKlickare', 'HittaHit 1', 'HittaHit 2'], 'challenge_category': ['Webb', 'OSINT', 'OSINT'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['2024-11-16T18:01:20.238574Z', '2024-11-16T16:55:08.188141Z', '2024-11-16T16:34:01.904181Z']}"
174,150,poki,"{'challenge_name': ['poki', 'KaKlickare', 'XML-kontroll', 'Frågeformulär'], 'challenge_category': ['Webb', 'Webb', 'Övriga'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['2024-11-16T19:32:11.748848Z', '2024-11-16T19:18:58.317571Z', '2024-11-16T19:01:11.545715Z']}"
175,150,Uffes,"{'challenge_name': ['Uffepuffe', 'HittaHit 2', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['OSINT', 'OSINT', 'Webb'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['2024-11-16T19:35:50.005364Z', '2024-11-16T19:27:44.879694Z', '2024-11-16T18:39:34.670429Z']}"
176,150,ctfrrteam,"{'challenge_name': ['mbukuzdulu', 'Frågeformulär', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Övriga', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['2024-11-16T20:04:24.670650Z', '2024-11-16T16:29:56.150063Z', '2024-11-16T15:23:32.213782Z']}"
177,150,Antigo,"{'challenge_name': ['Robusto', 'Frågeformulär', 'KaKlickare', 'HittaHit 1'], 'challenge_category': ['Övriga', 'Webb', 'OSINT'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['2024-11-16T20:06:06.467480Z', '2024-11-16T19:14:04.261858Z', '2024-11-16T18:21:27.341005Z']}"
178,150,bad day to be a beer,"{'challenge_name': ['rainman', 'Jerryhack', 'Frågeformulär', 'KaKlickare', 'XML-kontroll'], 'challenge_category': ['Övriga', 'Webb', 'Webb'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['2024-11-16T20:29:30.773155Z', '2024-11-16T20:13:04.154858Z', '2024-11-16T19:59:37.937131Z']}"
179,111,Johncook,"{'challenge_name': ['Johncook', 'KrEncyclopedia'], 'challenge_category': ['Kryptografi'], 'challenge_points': ['111'], 'solve_time': ['2024-11-16T14:27:51.399377Z']}"
180,111,si5126lj-s@student.lu.se,"{'challenge_name': ['1337', 'KrEncyclopedia'], 'challenge_category': ['Kryptografi'], 'challenge_points': ['111'], 'solve_time': ['2024-11-16T16:59:13.934093Z']}"
181,100,0xE0F,"{'challenge_name': ['x00byte', 'KaKlickare', 'XML-kontroll'], 'challenge_category': ['Webb', 'Webb'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T13:19:52.373771Z', '2024-11-16T13:04:43.454151Z']}"
182,100,Grudda,"{'challenge_name': ['Tuffen Duffen', 'malte', 'Golf-SM', 'KaKlickare'], 'challenge_category': ['Exploatering', 'Webb'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T13:27:38.379226Z', '2024-11-16T13:19:25.184194Z']}"
183,100,meatteam,"{'challenge_name': ['meatteam', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'Webb'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T13:36:18.468881Z', '2024-11-16T13:20:00.476016Z']}"
184,100,PinkTeam,"{'challenge_name': ['Riya Tagra', 'LunaRi', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['OSINT', 'Webb'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T14:13:49.521879Z', '2024-11-16T13:51:28.500543Z']}"
185,100,1manarmy,"{'challenge_name': ['morris', 'isak', 'HittaHit 2', 'HittaHit 1'], 'challenge_category': ['OSINT', 'OSINT'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T14:21:20.663677Z', '2024-11-16T14:20:34.785523Z']}"
186,100,Sea~,"{'challenge_name': ['Relster', 'HittaHit 1', 'Golf-SM'], 'challenge_category': ['OSINT', 'Exploatering'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T14:29:07.691592Z', '2024-11-16T13:39:38.697409Z']}"
187,100,small sugar man,"{'challenge_name': ['dislikeenglish', 'huajihuaji', 'JEB_Bem', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['OSINT', 'Webb'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T14:49:29.109433Z', '2024-11-16T13:24:26.342961Z']}"
188,100,KC,"{'challenge_name': ['Chengus', 'HittaHit 1', 'KaKlickare'], 'challenge_category': ['OSINT', 'Webb'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T14:50:59.222890Z', '2024-11-16T14:30:24.925668Z']}"
189,100,Malis,"{'challenge_name': ['Ahmedhr1', 'Kasin', 'naveen', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'Webb'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T14:56:35.135661Z', '2024-11-16T14:33:07.862367Z']}"
190,100,XD,"{'challenge_name': ['megadolon150', 'KaKlickare', 'HittaHit 1'], 'challenge_category': ['Webb', 'OSINT'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T15:05:08.680063Z', '2024-11-16T14:13:18.775285Z']}"
191,100,johntheropper,"{'challenge_name': ['kaekalog', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'Webb'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T15:35:36.509032Z', '2024-11-16T15:31:29.599888Z']}"
192,100,BackMoon,"{'challenge_name': ['BackMoon', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'Webb'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T15:40:45.702289Z', '2024-11-16T13:40:57.974125Z']}"
193,100,terereOverflow,"{'challenge_name': ['strgt', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'Webb'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T15:46:26.318921Z', '2024-11-16T15:42:42.705514Z']}"
194,100,Myserk,"{'challenge_name': ['Myserk', 'Golf-SM', 'HittaHit 1'], 'challenge_category': ['Exploatering', 'OSINT'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T16:13:27.667360Z', '2024-11-16T13:22:27.244196Z']}"
195,100,F$0CI3TY,"{'challenge_name': ['rohith3085', 'XML-kontroll', 'KaKlickare'], 'challenge_category': ['Webb', 'Webb'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-11-16T16:52:05.894932Z', '2024-11-16T15:59:38.782150Z']}"
